gene	logFC	logCPM	LR	PValue	FDR
fig|6666666.230262.peg.3685	-0.165733365	8.305888293	2.170638559	0.140667813	0.29789003
fig|6666666.230262.peg.127	0.449833933	4.632285733	2.170360884	0.140693214	0.29789003
fig|6666666.230262.peg.2164	0.170001609	9.927258327	2.166960086	0.141004727	0.298355925
fig|6666666.230262.peg.990	-0.295756641	5.764211858	2.165750783	0.141115686	0.298355925
fig|6666666.230262.peg.804	0.245295051	6.312045974	2.16570517	0.141119873	0.298355925
fig|6666666.230262.peg.3694	-0.164330264	8.414244734	2.16343191	0.141328727	0.29865173
fig|6666666.230262.peg.2025	0.321789383	5.310862606	2.160249471	0.141621696	0.299124908
fig|6666666.230262.peg.3996	0.209300718	7.579328561	2.159311352	0.141708187	0.299161728
fig|6666666.230262.peg.1110	0.236362751	6.424475736	2.156759189	0.141943789	0.299453377
fig|6666666.230262.peg.1868	0.26773304	5.79204832	2.156317706	0.141984588	0.299453377
fig|6666666.230262.peg.3689	-0.292552168	5.992511532	2.155325244	0.142076355	0.299501106
fig|6666666.230262.peg.896	0.148947303	10.0369545	2.154469689	0.142155517	0.299522228
fig|6666666.230262.peg.2386	0.193400836	6.904975389	2.150184551	0.142552753	0.300213188
fig|6666666.230262.peg.1602	0.173786363	8.078694196	2.145048263	0.143030538	0.301073028
fig|6666666.230262.peg.1611	0.249160859	6.429080587	2.143225304	0.143200546	0.301284489
fig|6666666.230262.peg.2338	-0.342453452	5.341583474	2.142315176	0.143285508	0.301316904
fig|6666666.230262.peg.1728	-1.742859521	1.654074854	2.136971183	0.143785529	0.302221694
fig|6666666.230262.peg.4354	-0.463636877	4.491633627	2.131415435	0.144307447	0.303171609
fig|6666666.230262.peg.933	-0.314886205	5.619483414	2.128771685	0.144556554	0.303404406
fig|6666666.230262.peg.4279	-0.22104836	6.936697197	2.128752837	0.144558332	0.303404406
fig|6666666.230262.peg.3467	-0.134171856	9.406202674	2.127867017	0.144641908	0.303432806
fig|6666666.230262.peg.4371	0.387709802	4.997224861	2.125231508	0.144890887	0.303807997
fig|6666666.230262.peg.2004	0.196494792	9.252805095	2.124042298	0.145003391	0.303896801
fig|6666666.230262.peg.3972	-0.290842996	5.952874613	2.122173936	0.145180344	0.304120527
fig|6666666.230262.peg.2880	-0.2712679	6.100544782	2.118097902	0.145567231	0.304783589
fig|6666666.230262.peg.4088	-0.373752895	5.326314874	2.116577308	0.14571186	0.304939022
fig|6666666.230262.peg.369	1.346495081	1.761802424	2.115104634	0.145852085	0.305085095
fig|6666666.230262.peg.1186	0.219434807	6.999575328	2.11162487	0.146184026	0.305631854
fig|6666666.230262.peg.1216	-1.181124133	2.443471274	2.109763601	0.146361926	0.305856181
fig|6666666.230262.peg.3406	-0.680308149	3.53781056	2.106570153	0.146667724	0.30633384
fig|6666666.230262.peg.279	-0.680204905	3.447246023	2.10587408	0.146734474	0.30633384
fig|6666666.230262.peg.3008	0.298372038	6.033103622	2.10516358	0.146802643	0.30633384
fig|6666666.230262.peg.1070	-0.18386669	7.701114337	2.09926881	0.147369598	0.307368849
fig|6666666.230262.peg.2999	-0.88191736	3.100552413	2.096733436	0.147614208	0.307637361
fig|6666666.230262.peg.3564	-0.226916597	6.709571513	2.094495974	0.147830456	0.307637361
fig|6666666.230262.peg.4095	-0.162844102	8.316738058	2.094177635	0.147861253	0.307637361
fig|6666666.230262.peg.1446	-0.352344852	5.285487895	2.094102338	0.147868538	0.307637361
fig|6666666.230262.peg.4055	-0.283902992	6.86088277	2.093072365	0.147968233	0.307637361
fig|6666666.230262.peg.1745	-0.308147731	5.525193038	2.091390338	0.148131206	0.307637361
fig|6666666.230262.peg.2853	-0.308137382	5.569891095	2.091286055	0.148141317	0.307637361
fig|6666666.230262.peg.3403	0.27383793	6.011994913	2.090917354	0.148177071	0.307637361
fig|6666666.230262.peg.1899	0.224979981	7.299220893	2.090675623	0.148200517	0.307637361
fig|6666666.230262.peg.3842	-0.380876381	5.062565339	2.090593443	0.148208489	0.307637361
fig|6666666.230262.peg.3612	0.573222023	3.812751061	2.086096673	0.148645439	0.308396571
fig|6666666.230262.peg.1511	0.688064466	3.205161895	2.082566499	0.148989484	0.30885375
fig|6666666.230262.peg.2622	-0.389239364	4.918209118	2.082372799	0.149008388	0.30885375
fig|6666666.230262.peg.3478	0.60048481	3.679669491	2.080290231	0.149211803	0.309127466
fig|6666666.230262.peg.3705	0.184620951	7.370816209	2.078084752	0.149427566	0.309426489
fig|6666666.230262.peg.3195	-0.273313932	5.917605551	2.075974371	0.149634355	0.309471446
fig|6666666.230262.peg.3381	-0.947521567	2.785279568	2.075850727	0.149646481	0.309471446
fig|6666666.230262.peg.2862	-0.947479808	2.881918051	2.075676267	0.149663592	0.309471446
fig|6666666.230262.peg.434	0.146595894	9.251349126	2.073087659	0.149917739	0.309849068
fig|6666666.230262.peg.490	0.2582939	6.080231257	2.069626843	0.150258282	0.310404805
fig|6666666.230262.peg.1136	-0.27840037	5.961144447	2.068604686	0.150359029	0.310464878
fig|6666666.230262.peg.2573	-0.2323147	6.76330384	2.066909335	0.150526297	0.310662181
fig|6666666.230262.peg.3066	-0.295682738	5.990699065	2.061380772	0.151073223	0.311642478
fig|6666666.230262.peg.989	-0.257197221	6.637193262	2.056160918	0.151591675	0.31256313
fig|6666666.230262.peg.1720	-0.142414544	8.934043871	2.055209419	0.151686398	0.312609646
fig|6666666.230262.peg.3558	0.608594892	3.692375501	2.053055302	0.15190109	0.312903244
fig|6666666.230262.peg.3447	0.339094367	5.299599942	2.050746153	0.152131616	0.313123682
fig|6666666.230262.peg.818	0.351821345	4.856427692	2.049892088	0.152216978	0.313123682
fig|6666666.230262.peg.4060	-0.283320007	6.006235191	2.049812382	0.152224948	0.313123682
fig|6666666.230262.peg.577	-0.159926907	8.209979835	2.036054055	0.153607666	0.315817944
fig|6666666.230262.peg.3293	0.320369194	5.643351771	2.034747465	0.153739717	0.315939495
fig|6666666.230262.peg.2658	-0.255588275	6.039431751	2.03340213	0.153875819	0.316069249
fig|6666666.230262.peg.3885	-0.370887126	5.157480799	2.031377417	0.154080908	0.316126773
fig|6666666.230262.peg.1714	-1.039698559	2.731382473	2.031283401	0.154090438	0.316126773
fig|6666666.230262.peg.1417	0.202114381	6.681363331	2.030964728	0.154122748	0.316126773
fig|6666666.230262.peg.1912	-0.250635413	6.5769108	2.026812249	0.154544465	0.316747663
fig|6666666.230262.peg.2083	-0.181157742	7.459480954	2.026544622	0.15457169	0.316747663
fig|6666666.230262.peg.1572	-1.036542128	2.53837907	2.010369431	0.156227271	0.319988907
fig|6666666.230262.peg.354	-0.533063772	4.119918096	2.002857513	0.157002981	0.321425762
fig|6666666.230262.peg.82	0.333743164	5.063328751	1.986485786	0.158708807	0.324764549
fig|6666666.230262.peg.1042	-0.186783596	7.092721979	1.985065092	0.158857825	0.324868804
fig|6666666.230262.peg.872	0.27128229	6.142559396	1.984570504	0.158909741	0.324868804
fig|6666666.230262.peg.4064	-0.247487172	6.305668408	1.978060818	0.159594845	0.326115504
fig|6666666.230262.peg.419	0.216348554	6.636587609	1.973748701	0.16005052	0.326892434
fig|6666666.230262.peg.3255	-0.188482142	7.216775693	1.97152481	0.160286105	0.327219325
fig|6666666.230262.peg.835	0.297835283	5.350912088	1.969910095	0.160457405	0.327262423
fig|6666666.230262.peg.985	-0.405763597	4.924566418	1.969901598	0.160458307	0.327262423
fig|6666666.230262.peg.2882	0.745188365	3.238677837	1.964278554	0.161056473	0.328186733
fig|6666666.230262.peg.1533	0.227607748	6.213056423	1.963342006	0.161156348	0.328186733
fig|6666666.230262.peg.4174	-0.551992262	4.630205847	1.963298659	0.161160972	0.328186733
fig|6666666.230262.peg.282	-0.719564795	3.518755637	1.962796669	0.161214535	0.328186733
fig|6666666.230262.peg.2542	-0.244293525	7.040306125	1.954630211	0.162088774	0.329811446
fig|6666666.230262.peg.1124	-0.789341835	3.271928199	1.952366503	0.162332066	0.330151412
fig|6666666.230262.peg.3460	-1.164973575	2.621087531	1.949054105	0.162688816	0.330721705
fig|6666666.230262.peg.581	-0.236204301	6.334624466	1.941927984	0.163459349	0.332132224
fig|6666666.230262.peg.1556	-0.662205834	3.965052377	1.938485235	0.163833099	0.332533517
fig|6666666.230262.peg.2639	0.356444064	5.044200797	1.937893551	0.163897432	0.332533517
fig|6666666.230262.peg.2737	-0.482221405	4.377231585	1.937055869	0.16398856	0.332533517
fig|6666666.230262.peg.357	0.136265005	8.567190179	1.936823843	0.164013812	0.332533517
fig|6666666.230262.peg.3087	0.196626157	6.7955723	1.936577219	0.164040657	0.332533517
fig|6666666.230262.peg.2982	0.235822568	6.200893544	1.935016867	0.164210618	0.332666257
fig|6666666.230262.peg.4157	0.705949136	3.448472547	1.934566386	0.164259724	0.332666257
fig|6666666.230262.peg.3895	0.160887807	7.970315969	1.932355692	0.164500951	0.332999121
fig|6666666.230262.peg.481	-0.131384424	10.94651714	1.928748939	0.164895382	0.333399335
fig|6666666.230262.peg.3896	0.212782778	6.499333172	1.927620108	0.165019052	0.333399335
fig|6666666.230262.peg.1278	-0.21282087	7.344748832	1.927264774	0.165058003	0.333399335
fig|6666666.230262.peg.3485	-0.390939245	5.156664476	1.927112877	0.165074657	0.333399335
fig|6666666.230262.peg.3671	-0.461296044	4.531950343	1.927032543	0.165083466	0.333399335
fig|6666666.230262.peg.600	-0.268479899	6.483893449	1.920245866	0.165829559	0.334750069
fig|6666666.230262.peg.2996	-0.226461985	6.509179719	1.918939288	0.16597364	0.334884866
fig|6666666.230262.peg.2035	0.153039596	9.918174788	1.916566373	0.166235676	0.335257425
fig|6666666.230262.peg.3258	-0.310744341	5.575952794	1.915198914	0.166386897	0.335356167
fig|6666666.230262.peg.4219	-0.221895457	6.642676552	1.914723888	0.166439464	0.335356167
fig|6666666.230262.peg.2394	-0.279828656	6.17868171	1.912537495	0.166681662	0.335688033
fig|6666666.230262.peg.3291	0.554664288	3.541035869	1.902975663	0.167745626	0.337673815
fig|6666666.230262.peg.2682	-0.243572894	6.710877219	1.900668494	0.168003512	0.338035864
fig|6666666.230262.peg.735	1.413481467	1.653441598	1.899764755	0.168104653	0.338082338
fig|6666666.230262.peg.1330	0.453689453	4.2485952	1.898839839	0.168208236	0.338133678
fig|6666666.230262.peg.2498	-0.196362063	7.108478767	1.897204943	0.168391509	0.338345091
fig|6666666.230262.peg.1886	-0.42967028	5.252811332	1.895790211	0.168550286	0.338507112
fig|6666666.230262.peg.3358	-0.187072317	9.117790155	1.894676364	0.168675416	0.338601437
fig|6666666.230262.peg.368	0.166501658	7.529804053	1.888859149	0.169330655	0.339759331
fig|6666666.230262.peg.3680	0.19693935	6.752688558	1.886734214	0.16957073	0.34008352
fig|6666666.230262.peg.1678	0.289308169	5.659519424	1.88116995	0.170201235	0.341190074
fig|6666666.230262.peg.204	0.138364975	10.3561722	1.879239616	0.170420595	0.341471794
fig|6666666.230262.peg.2736	0.368011141	4.878682058	1.876081034	0.170780233	0.341930375
fig|6666666.230262.peg.32	1.413112957	1.706904861	1.875603378	0.170834695	0.341930375
fig|6666666.230262.peg.3210	-0.180814632	7.24560013	1.875151326	0.170886256	0.341930375
fig|6666666.230262.peg.2288	-0.414780601	4.582494502	1.872265859	0.171215793	0.342305856
fig|6666666.230262.peg.510	-0.414760006	4.623910489	1.872124588	0.171231946	0.342305856
fig|6666666.230262.peg.2073	0.115897867	9.908994608	1.870441377	0.171424537	0.342532792
fig|6666666.230262.peg.3870	-0.122100548	11.53078399	1.868712721	0.171622586	0.342762788
fig|6666666.230262.peg.4161	-0.277590971	5.844144247	1.867797659	0.17172753	0.342762788
fig|6666666.230262.peg.4274	-0.290614623	5.775071771	1.867366425	0.171777011	0.342762788
fig|6666666.230262.peg.2141	0.155199713	8.102865702	1.863899467	0.17217542	0.343399594
fig|6666666.230262.peg.640	-0.364625188	4.951781215	1.862317439	0.172357573	0.343604696
fig|6666666.230262.peg.1647	-0.14879135	7.950800668	1.858960999	0.172744764	0.344218177
fig|6666666.230262.peg.2954	0.175133524	7.20735121	1.849526606	0.173838463	0.346238263
fig|6666666.230262.peg.218	-0.226945146	6.204853913	1.844721943	0.174398514	0.3471941
fig|6666666.230262.peg.1758	0.408257027	4.522931624	1.842165686	0.174697328	0.347350776
fig|6666666.230262.peg.4287	-1.290928835	2.272791673	1.84135074	0.174792715	0.347350776
fig|6666666.230262.peg.2323	-1.290921866	2.441827828	1.841338622	0.174794134	0.347350776
fig|6666666.230262.peg.1946	-1.290913152	2.308458471	1.841306082	0.174797944	0.347350776
fig|6666666.230262.peg.3956	-0.206715798	6.887758036	1.832601916	0.175820529	0.349222619
fig|6666666.230262.peg.429	0.141721611	8.714437869	1.829324148	0.176207395	0.349830629
fig|6666666.230262.peg.3332	0.430396152	4.292639282	1.827125653	0.176467427	0.350186391
fig|6666666.230262.peg.1467	-0.411358433	4.826113355	1.825790312	0.176625583	0.350339756
fig|6666666.230262.peg.1090	-0.426605084	4.755007904	1.824452379	0.176784211	0.350493913
fig|6666666.230262.peg.2283	-0.671121817	3.625334201	1.819722073	0.177346363	0.351150956
fig|6666666.230262.peg.1778	-0.148981981	8.028161421	1.819605827	0.177360203	0.351150956
fig|6666666.230262.peg.2600	0.190349512	7.076351583	1.818890472	0.177445404	0.351150956
fig|6666666.230262.peg.3320	0.35043166	4.88903376	1.818325696	0.177512703	0.351150956
fig|6666666.230262.peg.3871	0.128002477	11.61153542	1.817917838	0.177561322	0.351150956
fig|6666666.230262.peg.36	0.306274418	5.666071375	1.817080116	0.177661232	0.351150956
fig|6666666.230262.peg.2968	-0.151495021	13.62834374	1.816897397	0.177683032	0.351150956
fig|6666666.230262.peg.4348	-0.211682484	6.394212768	1.815748966	0.177820123	0.351261639
fig|6666666.230262.peg.4294	-0.179364609	7.329029084	1.814703207	0.177945064	0.351348231
fig|6666666.230262.peg.2281	-0.15217161	7.907607094	1.811418652	0.178338143	0.351963934
fig|6666666.230262.peg.632	-0.467640409	4.651674869	1.810372539	0.178463547	0.35205104
fig|6666666.230262.peg.473	-0.156074825	7.673829031	1.809047919	0.178622483	0.352204186
fig|6666666.230262.peg.2633	0.290617308	5.602837748	1.80733253	0.17882855	0.35245008
fig|6666666.230262.peg.1531	-0.185912048	7.350488335	1.803888711	0.179243079	0.353066442
fig|6666666.230262.peg.1431	-0.338988487	5.511927055	1.803133892	0.179334084	0.353066442
fig|6666666.230262.peg.1359	-0.240003313	6.562578992	1.802705231	0.179385789	0.353066442
fig|6666666.230262.peg.4365	0.169656075	8.522545364	1.798176969	0.179933047	0.353982724
fig|6666666.230262.peg.3981	-0.150331594	7.920069533	1.793936722	0.180447247	0.354833171
fig|6666666.230262.peg.541	0.313062366	6.080066425	1.79319852	0.18053694	0.354848469
fig|6666666.230262.peg.1598	-0.525763848	4.303318973	1.789971214	0.18092967	0.355459107
fig|6666666.230262.peg.117	0.594227389	3.52275047	1.787614873	0.181217037	0.355862287
fig|6666666.230262.peg.995	-0.35623081	5.498411222	1.784299743	0.181622228	0.356496371
fig|6666666.230262.peg.884	0.219751535	7.295798199	1.783036824	0.181776864	0.356638303
fig|6666666.230262.peg.1323	0.203897402	6.367244117	1.780301808	0.182112271	0.357134611
fig|6666666.230262.peg.489	-0.459833807	4.415466189	1.775960677	0.182646115	0.358019444
fig|6666666.230262.peg.824	-0.254452971	6.418907049	1.775156483	0.182745209	0.358051671
fig|6666666.230262.peg.3439	-0.822471449	3.160030481	1.774295792	0.182851333	0.358097638
fig|6666666.230262.peg.4179	0.165376525	7.431309025	1.773376678	0.18296474	0.358157819
fig|6666666.230262.peg.2581	-0.317415246	5.454666757	1.772326531	0.183094414	0.35822586
fig|6666666.230262.peg.3606	0.225493155	6.360187517	1.771756201	0.183164885	0.35822586
fig|6666666.230262.peg.1036	-0.26995707	5.807652919	1.7701129	0.183368107	0.358461481
fig|6666666.230262.peg.1279	-0.226875554	7.087027144	1.763707225	0.184162781	0.359852578
fig|6666666.230262.peg.420	0.24954014	6.02381405	1.762057237	0.184368121	0.360006446
fig|6666666.230262.peg.2087	-0.344656769	5.246245624	1.761215614	0.184472963	0.360006446
fig|6666666.230262.peg.1488	-0.300217025	5.550583923	1.761072177	0.184490838	0.360006446
fig|6666666.230262.peg.3544	0.282573677	5.838257542	1.759942816	0.184631648	0.360119001
fig|6666666.230262.peg.2756	-0.250096925	6.202978431	1.755294677	0.1852125	0.361089356
fig|6666666.230262.peg.4341	-0.37066561	5.091372032	1.752490263	0.185563978	0.361404938
fig|6666666.230262.peg.2124	-0.663664443	3.329683695	1.752083209	0.185615058	0.361404938
fig|6666666.230262.peg.1253	0.326880246	5.941913038	1.752006783	0.185624651	0.361404938
fig|6666666.230262.peg.3437	-0.19106771	6.807053604	1.748461904	0.186070209	0.362009529
fig|6666666.230262.peg.3852	0.558141825	3.433811724	1.748206864	0.186102313	0.362009529
fig|6666666.230262.peg.1496	-0.878318016	3.056332216	1.747002829	0.186253963	0.362141906
fig|6666666.230262.peg.540	-0.123542285	8.969196235	1.745162282	0.186486059	0.36243051
fig|6666666.230262.peg.2957	0.190212364	7.521506006	1.74446725	0.186573791	0.362438413
fig|6666666.230262.peg.1962	-0.344751127	5.136072789	1.741245999	0.186981028	0.363066702
fig|6666666.230262.peg.3388	0.361729656	4.783971995	1.739288872	0.187228957	0.363385233
fig|6666666.230262.peg.2395	0.266841438	5.612818197	1.73325476	0.187995768	0.364565639
fig|6666666.230262.peg.2208	0.528611194	3.725017212	1.733178701	0.188005457	0.364565639
fig|6666666.230262.peg.2625	0.492297228	3.930204047	1.732200025	0.188130178	0.364644264
fig|6666666.230262.peg.658	0.166609447	7.146389956	1.731493024	0.188220337	0.364655858
fig|6666666.230262.peg.1152	0.218047178	6.171232762	1.729005748	0.188537923	0.365107859
fig|6666666.230262.peg.2218	-0.229442657	6.325372293	1.72235945	0.189389615	0.366349048
fig|6666666.230262.peg.2445	-0.189314083	7.759922234	1.72230059	0.189397178	0.366349048
fig|6666666.230262.peg.3139	-0.169447501	7.429488979	1.722025213	0.189432564	0.366349048
fig|6666666.230262.peg.1526	0.287176126	5.604100121	1.719509342	0.189756216	0.366811212
fig|6666666.230262.peg.3536	-1.087228533	2.345286365	1.718360092	0.189904274	0.366933682
fig|6666666.230262.peg.3249	0.8100967	2.792271976	1.716841006	0.190100185	0.367148463
fig|6666666.230262.peg.2998	-0.17941378	6.919543831	1.712481653	0.190663705	0.368072714
fig|6666666.230262.peg.3369	0.267281083	5.803619512	1.710534423	0.190916047	0.368395685
fig|6666666.230262.peg.1053	0.904353249	2.310998639	1.709752627	0.191017469	0.368427282
fig|6666666.230262.peg.3601	0.132018176	8.378058226	1.707551472	0.191303363	0.368654023
fig|6666666.230262.peg.3313	0.195207979	7.055222938	1.707441104	0.191317711	0.368654023
fig|6666666.230262.peg.3229	0.163124441	7.889934595	1.706882679	0.191390327	0.368654023
fig|6666666.230262.peg.2023	1.057062551	1.953739075	1.703689658	0.191806156	0.369290786
fig|6666666.230262.peg.1897	0.153257153	8.100726466	1.699350492	0.19237294	0.370206921
fig|6666666.230262.peg.2385	0.598501649	3.628197721	1.698739503	0.192452905	0.370206921
fig|6666666.230262.peg.2589	-1.077409474	2.755683631	1.687352931	0.193950279	0.372742464
fig|6666666.230262.peg.2102	-0.445915764	4.566457359	1.686822104	0.194020416	0.372742464
fig|6666666.230262.peg.2453	-0.169167706	7.255314002	1.686182677	0.194104942	0.372742464
fig|6666666.230262.peg.3445	-0.196643529	6.793169094	1.685557098	0.194187678	0.372742464
fig|6666666.230262.peg.193	-0.317674181	5.207977033	1.684331969	0.194349829	0.372742464
fig|6666666.230262.peg.1929	-0.335419218	5.00236644	1.684160473	0.19437254	0.372742464
fig|6666666.230262.peg.3348	0.595694356	3.184000928	1.683890302	0.194408324	0.372742464
fig|6666666.230262.peg.2926	0.114453888	9.23353631	1.683505043	0.194459365	0.372742464
fig|6666666.230262.peg.3401	0.223775775	6.334486134	1.67917792	0.195033723	0.373678058
fig|6666666.230262.peg.4123	0.238401176	6.221523678	1.671522437	0.196054741	0.375391344
fig|6666666.230262.peg.987	0.213820489	9.441778857	1.671174831	0.196101249	0.375391344
fig|6666666.230262.peg.2767	0.124721918	8.580042389	1.670515498	0.196189502	0.3753944
fig|6666666.230262.peg.3818	0.156405001	7.613454897	1.668276094	0.196489597	0.375802619
fig|6666666.230262.peg.1309	0.118230088	9.024343154	1.663753533	0.19709729	0.376798527
fig|6666666.230262.peg.1180	0.254441805	5.796652772	1.662193306	0.197307448	0.377033906
fig|6666666.230262.peg.256	-0.256029964	6.076387274	1.652586882	0.198607208	0.379167326
fig|6666666.230262.peg.2773	-0.546581863	3.722381264	1.652324774	0.198642812	0.379167326
fig|6666666.230262.peg.2184	0.203286712	7.614140428	1.652003378	0.19868648	0.379167326
fig|6666666.230262.peg.2561	-0.296487665	5.332462933	1.646388355	0.199451209	0.380459109
fig|6666666.230262.peg.2094	0.197711092	6.693572233	1.643687926	0.19982022	0.380995243
fig|6666666.230262.peg.549	-0.18022345	8.564996636	1.642008188	0.200050159	0.381265856
fig|6666666.230262.peg.791	0.172512073	7.19724991	1.640497175	0.200257267	0.381492736
fig|6666666.230262.peg.3503	0.303353858	5.260873122	1.639591331	0.200381548	0.3815617
fig|6666666.230262.peg.3000	-0.328687942	5.173286502	1.638784774	0.200492283	0.381570454
fig|6666666.230262.peg.2504	-0.333322161	5.528125763	1.638120992	0.200583471	0.381570454
fig|6666666.230262.peg.474	0.144462598	8.281413663	1.637634078	0.200650391	0.381570454
fig|6666666.230262.peg.3655	0.395912482	4.568370201	1.63597878	0.20087809	0.381835842
fig|6666666.230262.peg.414	-0.347142783	5.002543945	1.635331623	0.200967193	0.381837667
fig|6666666.230262.peg.2287	0.211364118	6.317425341	1.63335209	0.201240034	0.382103124
fig|6666666.230262.peg.3070	-0.334761286	5.237573068	1.633038347	0.201283317	0.382103124
fig|6666666.230262.peg.2425	-0.352137845	5.111286095	1.630715877	0.201604061	0.382544369
fig|6666666.230262.peg.2836	-0.265691343	5.655837429	1.629837132	0.201725577	0.382607355
fig|6666666.230262.peg.2303	0.229416744	5.978889152	1.628107575	0.201964997	0.382731003
fig|6666666.230262.peg.3959	-0.273707783	5.726344756	1.628089738	0.201967468	0.382731003
fig|6666666.230262.peg.1466	1.520640829	1.653175914	1.624603364	0.202451107	0.383479753
fig|6666666.230262.peg.1684	0.404003791	4.371132944	1.622791453	0.202702998	0.383653524
fig|6666666.230262.peg.3245	-0.372935193	5.157841034	1.622644643	0.202723424	0.383653524
fig|6666666.230262.peg.141	-1.558838794	1.759065036	1.622033095	0.202808534	0.383653524
fig|6666666.230262.peg.2519	0.144137874	9.110187367	1.619642104	0.203141698	0.384116035
fig|6666666.230262.peg.3526	0.245772909	5.86187836	1.618706817	0.203272198	0.384195096
fig|6666666.230262.peg.2539	-0.368230969	4.815688875	1.617338066	0.203463356	0.384335253
fig|6666666.230262.peg.1209	0.19063242	6.78423739	1.616639205	0.20356104	0.384335253
fig|6666666.230262.peg.4081	1.518225283	1.47597387	1.616271109	0.203612513	0.384335253
fig|6666666.230262.peg.2494	-0.235391751	5.883163108	1.613396178	0.204015061	0.38492737
fig|6666666.230262.peg.430	-0.347644705	4.91501603	1.610777382	0.204382561	0.385100143
fig|6666666.230262.peg.1367	0.649758334	3.253433743	1.610523013	0.204418298	0.385100143
fig|6666666.230262.peg.2075	0.132968141	9.380537704	1.610455329	0.204427809	0.385100143
fig|6666666.230262.peg.2543	0.282624557	5.946520867	1.610210478	0.204462218	0.385100143
fig|6666666.230262.peg.3310	-0.457223949	4.32110711	1.597270065	0.206290512	0.388374836
fig|6666666.230262.peg.3728	0.259622891	6.312431859	1.594689876	0.206657359	0.388896472
fig|6666666.230262.peg.194	-0.374666842	4.642099086	1.591748262	0.207076534	0.389516085
fig|6666666.230262.peg.2955	-0.134502298	9.23268087	1.590915004	0.207195454	0.389570619
fig|6666666.230262.peg.1737	0.174877076	7.437018274	1.589742669	0.207362903	0.389716311
fig|6666666.230262.peg.688	0.740210202	2.628736789	1.583703505	0.208228039	0.391065092
fig|6666666.230262.peg.321	0.194711816	6.480382263	1.582866527	0.208348276	0.391065092
fig|6666666.230262.peg.1047	-0.54258718	3.784573164	1.581924599	0.208483688	0.391065092
fig|6666666.230262.peg.97	-0.136905358	8.46988561	1.581628744	0.208526242	0.391065092
fig|6666666.230262.peg.2670	0.197336622	6.989444206	1.581589137	0.20853194	0.391065092
fig|6666666.230262.peg.2944	0.151667911	7.404336665	1.580478967	0.208691716	0.391195375
fig|6666666.230262.peg.3813	0.565717436	3.378955415	1.578213231	0.209018251	0.391473396
fig|6666666.230262.peg.3851	-0.23599791	5.93067908	1.578163601	0.20902541	0.391473396
fig|6666666.230262.peg.1562	-0.17626802	6.895341836	1.577569498	0.209111135	0.391473396
fig|6666666.230262.peg.2461	-0.156884939	7.434238473	1.574450306	0.209561897	0.392147791
fig|6666666.230262.peg.2588	-0.661689999	3.549206206	1.573678932	0.209673547	0.392187308
fig|6666666.230262.peg.2158	-0.166480403	7.359528826	1.570818296	0.210088217	0.392793335
fig|6666666.230262.peg.4112	0.165139348	7.095159568	1.568884366	0.210369105	0.393148819
fig|6666666.230262.peg.3214	0.138855476	7.976775095	1.563957303	0.211086735	0.394319851
fig|6666666.230262.peg.451	0.184640322	6.572204683	1.562814396	0.211253614	0.39446149
fig|6666666.230262.peg.3542	-0.235356062	6.46156501	1.558557322	0.211876581	0.395454265
fig|6666666.230262.peg.1926	-0.722987758	3.25179797	1.556761091	0.21214009	0.395775568
fig|6666666.230262.peg.529	-0.343156293	4.810358077	1.553142044	0.212672189	0.396541362
fig|6666666.230262.peg.3796	-0.356092387	5.07395436	1.552724784	0.212733639	0.396541362
fig|6666666.230262.peg.3932	0.178942614	7.34096964	1.551114917	0.212970924	0.396812922
fig|6666666.230262.peg.2886	0.154903058	7.488287552	1.550345954	0.213084376	0.396853618
fig|6666666.230262.peg.2365	0.132692819	8.365338593	1.548726815	0.213323496	0.397128227
fig|6666666.230262.peg.2479	-0.126077056	8.274064702	1.546882575	0.213596248	0.397426612
fig|6666666.230262.peg.4173	0.606674583	3.394630718	1.546402866	0.213667262	0.397426612
fig|6666666.230262.peg.3887	-0.220070029	6.653915204	1.543195092	0.214142848	0.398027526
fig|6666666.230262.peg.2636	-0.228639314	6.040880588	1.542984657	0.214174091	0.398027526
fig|6666666.230262.peg.1160	-0.588736122	3.621179842	1.539607929	0.214676174	0.398668265
fig|6666666.230262.peg.3746	-0.262485275	5.667136895	1.539428293	0.214702923	0.398668265
fig|6666666.230262.peg.571	-0.386811582	4.880010898	1.535300463	0.21531868	0.399640326
fig|6666666.230262.peg.62	-0.511702976	3.809650968	1.53312651	0.215643817	0.400072384
fig|6666666.230262.peg.4185	0.419031574	4.499136609	1.532428089	0.215748397	0.400095059
fig|6666666.230262.peg.1623	-2.742891809	1.343937505	1.530981162	0.21596525	0.400156448
fig|6666666.230262.peg.2334	-2.743586634	1.200199483	1.530337645	0.216061777	0.400156448
fig|6666666.230262.peg.110	-2.743613254	1.273754588	1.530305293	0.216066632	0.400156448
fig|6666666.230262.peg.291	-0.240278658	5.913025702	1.529568625	0.216177198	0.400156448
fig|6666666.230262.peg.3045	-0.134755831	8.185846262	1.529128009	0.216243362	0.400156448
fig|6666666.230262.peg.1560	1.779812162	1.274469502	1.526708349	0.216607136	0.400491219
fig|6666666.230262.peg.3708	-0.175861556	6.87445435	1.52627651	0.216672136	0.400491219
fig|6666666.230262.peg.968	0.113466828	10.59104785	1.524902639	0.216879083	0.400491219
fig|6666666.230262.peg.1368	-0.403395598	4.42810382	1.524035026	0.217009893	0.400491219
