gene	logFC	logCPM	LR	PValue	FDR
fig|6666666.230262.peg.307	-0.038965115	8.206888943	0.095151277	0.757727763	0.86876082
fig|6666666.230262.peg.2375	0.164823942	3.081283758	0.095044527	0.75785945	0.86876082
fig|6666666.230262.peg.3944	0.067068354	5.415917089	0.094165878	0.758946441	0.869776715
fig|6666666.230262.peg.142	0.219286878	2.238446155	0.093432782	0.75985762	0.87059064
fig|6666666.230262.peg.3319	0.029878499	8.714011339	0.093048445	0.760336882	0.870909406
fig|6666666.230262.peg.3448	0.082910115	4.894681021	0.092836043	0.760602208	0.87098302
fig|6666666.230262.peg.155	0.042932292	6.81251716	0.092210759	0.761385224	0.871523868
fig|6666666.230262.peg.2097	0.047531728	6.489439049	0.092099516	0.761524833	0.871523868
fig|6666666.230262.peg.1107	-0.064881926	5.673314458	0.091915366	0.761756141	0.871523868
fig|6666666.230262.peg.726	-0.072182416	5.401474513	0.091751721	0.761961906	0.871523868
fig|6666666.230262.peg.1449	0.268742966	1.908050729	0.091483988	0.762298982	0.871523868
fig|6666666.230262.peg.2366	0.034896547	7.750792583	0.091407732	0.762395087	0.871523868
fig|6666666.230262.peg.4351	0.054221878	6.200050449	0.091303841	0.76252609	0.871523868
fig|6666666.230262.peg.345	-0.094681607	4.915600921	0.091117925	0.762760727	0.871523868
fig|6666666.230262.peg.195	-0.080993	5.010875634	0.090905896	0.76302864	0.871523868
fig|6666666.230262.peg.4285	0.094169608	4.585609037	0.090860266	0.763086342	0.871523868
fig|6666666.230262.peg.1439	-0.069421467	5.33764099	0.090683552	0.763309952	0.871549477
fig|6666666.230262.peg.570	-0.038386488	7.382928945	0.090149704	0.763986924	0.872092584
fig|6666666.230262.peg.3900	0.084017961	5.014380527	0.089699679	0.7645593	0.872149238
fig|6666666.230262.peg.3043	-0.086718018	5.044898634	0.089617115	0.76466448	0.872149238
fig|6666666.230262.peg.3128	-0.098560096	4.240354754	0.089490077	0.76482642	0.872149238
fig|6666666.230262.peg.64	-0.098489136	4.502046341	0.089373861	0.764974676	0.872149238
fig|6666666.230262.peg.3159	0.050047663	6.386502625	0.089213296	0.76517968	0.872149238
fig|6666666.230262.peg.2627	0.075354174	5.183422965	0.089162544	0.765244519	0.872149238
fig|6666666.230262.peg.2408	-0.424504419	1.274783963	0.088606961	0.765955642	0.8727301
fig|6666666.230262.peg.629	0.082116754	5.102354692	0.088140841	0.766554131	0.873149553
fig|6666666.230262.peg.4201	0.132754459	3.942299177	0.088006538	0.766726893	0.873149553
fig|6666666.230262.peg.3508	-0.08919118	4.588904831	0.086449386	0.768740509	0.875060327
fig|6666666.230262.peg.2411	-0.089140151	4.478114042	0.086344689	0.7688766	0.875060327
fig|6666666.230262.peg.2822	0.05387327	5.945400275	0.086163662	0.769112124	0.875060327
fig|6666666.230262.peg.2324	-0.421085833	1.275258554	0.086086366	0.769212771	0.875060327
fig|6666666.230262.peg.201	0.02498484	9.834772263	0.085658396	0.769770919	0.875465377
fig|6666666.230262.peg.1616	0.143093509	3.441831868	0.085367469	0.770151205	0.875667984
fig|6666666.230262.peg.1907	0.034290341	7.596423085	0.084705321	0.771019361	0.876425052
fig|6666666.230262.peg.3044	0.049289222	6.183760571	0.083875095	0.772113106	0.877438084
fig|6666666.230262.peg.2170	-0.032301566	8.105637711	0.083500541	0.772608467	0.877581647
fig|6666666.230262.peg.3990	-0.055250498	6.104591135	0.083208141	0.772996013	0.877581647
fig|6666666.230262.peg.3164	0.027204997	8.997599222	0.08318457	0.773027285	0.877581647
fig|6666666.230262.peg.1828	0.127312193	3.569428602	0.083148422	0.773075254	0.877581647
fig|6666666.230262.peg.4248	0.051696508	6.100661976	0.083015048	0.773252342	0.877581647
fig|6666666.230262.peg.199	-0.054266406	5.954278904	0.082525899	0.773903131	0.878090195
fig|6666666.230262.peg.504	0.197316884	2.566714206	0.082024245	0.77457273	0.878619814
fig|6666666.230262.peg.1501	-0.043096125	7.366006536	0.081571156	0.775179413	0.878941863
fig|6666666.230262.peg.2680	-0.048241535	6.102723166	0.08150926	0.775262433	0.878941863
fig|6666666.230262.peg.396	0.041965239	7.359457178	0.081165523	0.7757241	0.879235166
fig|6666666.230262.peg.1409	0.110948003	4.388766252	0.080944873	0.776021009	0.879341619
fig|6666666.230262.peg.453	0.037164558	7.420777928	0.080506004	0.776612858	0.879637461
fig|6666666.230262.peg.3009	0.083074167	4.927323563	0.080450227	0.776688201	0.879637461
fig|6666666.230262.peg.2662	0.080954455	4.639584716	0.080190022	0.777040064	0.87966147
fig|6666666.230262.peg.3846	0.046457197	6.726107948	0.07984901	0.777502132	0.87966147
fig|6666666.230262.peg.29	0.184046175	2.569080959	0.0798449	0.777507708	0.87966147
fig|6666666.230262.peg.1365	-0.049893159	6.28363966	0.079834626	0.777521645	0.87966147
fig|6666666.230262.peg.3663	-0.064577316	5.5602735	0.07947896	0.778004753	0.879978222
fig|6666666.230262.peg.3702	0.028294484	8.990728022	0.079015661	0.778635815	0.880462111
fig|6666666.230262.peg.1732	0.031029698	7.843621364	0.078379541	0.779505536	0.880997423
fig|6666666.230262.peg.4099	0.095336861	4.350936745	0.078371937	0.779515956	0.880997423
fig|6666666.230262.peg.821	-0.045298806	6.991558503	0.077985529	0.780046151	0.881366699
fig|6666666.230262.peg.1407	-0.042641123	6.638207595	0.077830793	0.780258863	0.881377157
fig|6666666.230262.peg.3026	-0.07778586	4.756267338	0.077680727	0.780465373	0.881380604
fig|6666666.230262.peg.3237	-0.066299165	5.373269028	0.077277944	0.78102072	0.881777888
fig|6666666.230262.peg.2437	-0.056385825	5.814439947	0.077129247	0.781226134	0.881779993
fig|6666666.230262.peg.3559	0.071408226	5.152877042	0.076961977	0.78145746	0.881811335
fig|6666666.230262.peg.275	-0.120862139	3.593731774	0.076011729	0.78277677	0.883070044
fig|6666666.230262.peg.2534	-0.043087424	6.843889092	0.075004692	0.784184645	0.883950006
fig|6666666.230262.peg.4331	-0.095637962	4.085744765	0.074948688	0.78426324	0.883950006
fig|6666666.230262.peg.738	-0.095536885	4.380022588	0.07480114	0.784470452	0.883950006
fig|6666666.230262.peg.1908	0.032211806	8.873888775	0.074725074	0.784577363	0.883950006
fig|6666666.230262.peg.3105	0.041459029	6.857511847	0.07465879	0.784670573	0.883950006
fig|6666666.230262.peg.1566	0.099531935	4.113629554	0.074374786	0.78507045	0.883950006
fig|6666666.230262.peg.3911	0.080020934	4.581122122	0.074288098	0.78519267	0.883950006
fig|6666666.230262.peg.589	0.028350637	8.247513658	0.074118412	0.78543213	0.883950006
fig|6666666.230262.peg.2160	0.057525317	5.765210719	0.074108128	0.785446651	0.883950006
fig|6666666.230262.peg.1146	0.063529384	5.656229609	0.074001487	0.785597304	0.883950006
fig|6666666.230262.peg.525	-0.032459991	7.933029442	0.073674654	0.786059752	0.884240676
fig|6666666.230262.peg.118	0.069611476	4.93766503	0.07345612	0.786369577	0.884359555
fig|6666666.230262.peg.3152	-0.085102955	4.691671896	0.073032831	0.786971105	0.884494139
fig|6666666.230262.peg.1463	0.075413599	5.031076762	0.072968954	0.787062041	0.884494139
fig|6666666.230262.peg.3712	-0.049657891	6.288011419	0.072856227	0.787222626	0.884494139
fig|6666666.230262.peg.2202	0.055046843	5.705070709	0.072797768	0.787305956	0.884494139
fig|6666666.230262.peg.2635	-0.04290508	6.376704114	0.072093897	0.788312114	0.885234113
fig|6666666.230262.peg.3744	-0.037438951	7.077157523	0.0720512	0.788373317	0.885234113
fig|6666666.230262.peg.3392	-0.058855921	5.43597079	0.069579416	0.791950137	0.889019952
fig|6666666.230262.peg.3003	-0.213653809	2.2009555	0.068216306	0.793951761	0.891036018
fig|6666666.230262.peg.1681	0.040185543	7.119029408	0.067868853	0.79446538	0.891381514
fig|6666666.230262.peg.3735	0.073669355	4.80423731	0.067639177	0.794805668	0.891532406
fig|6666666.230262.peg.2854	-0.211881406	1.908458906	0.066668103	0.796251269	0.892773484
fig|6666666.230262.peg.526	0.099422471	3.984901857	0.066619262	0.796324271	0.892773484
fig|6666666.230262.peg.4170	-0.088156338	4.126628712	0.066151511	0.797024877	0.893185116
fig|6666666.230262.peg.3010	-0.043486695	6.257319029	0.066081364	0.797130172	0.893185116
fig|6666666.230262.peg.530	-0.05860055	5.448720966	0.065961667	0.797309982	0.893185116
fig|6666666.230262.peg.2583	0.056680485	5.381251182	0.065011353	0.798743768	0.894464865
fig|6666666.230262.peg.750	-0.048334539	6.224991928	0.064621634	0.799334981	0.894464865
fig|6666666.230262.peg.3648	0.069642094	4.995500622	0.064583998	0.799392177	0.894464865
fig|6666666.230262.peg.3817	-0.047953313	6.087522889	0.064450941	0.799594525	0.894464865
fig|6666666.230262.peg.3234	0.0274089	8.166790786	0.064360037	0.799732896	0.894464865
fig|6666666.230262.peg.407	-0.035107629	6.912664952	0.064353467	0.799742901	0.894464865
fig|6666666.230262.peg.273	-0.07383306	4.685732261	0.064251849	0.799897712	0.894464865
fig|6666666.230262.peg.4124	0.067888138	5.270130756	0.063916637	0.800409323	0.894805984
fig|6666666.230262.peg.3686	0.099289304	3.940374178	0.063662616	0.800797967	0.895009493
fig|6666666.230262.peg.3950	-0.077060488	4.746072735	0.063474323	0.801086583	0.895067233
fig|6666666.230262.peg.3287	-0.130766552	3.588728327	0.063359463	0.801262865	0.895067233
fig|6666666.230262.peg.2599	-0.03600579	9.630084804	0.063052857	0.80173426	0.895336629
fig|6666666.230262.peg.3161	0.029598883	10.26303531	0.062930711	0.801922396	0.895336629
fig|6666666.230262.peg.3723	0.029670284	7.652476897	0.062799916	0.802124067	0.895336629
fig|6666666.230262.peg.977	-0.024817944	8.538313532	0.062630309	0.802385915	0.895398192
fig|6666666.230262.peg.4271	-0.073160551	4.900216614	0.062309028	0.80288296	0.895722117
fig|6666666.230262.peg.3296	0.027048451	7.926246513	0.061894533	0.803526229	0.895734279
fig|6666666.230262.peg.3967	0.125972549	3.506118343	0.061820654	0.803641125	0.895734279
fig|6666666.230262.peg.3213	-0.060086036	5.263335027	0.061733234	0.803777173	0.895734279
fig|6666666.230262.peg.2470	0.035725861	6.915780814	0.061639271	0.803923517	0.895734279
fig|6666666.230262.peg.1523	-0.097147231	4.377724902	0.061460319	0.804202559	0.895734279
fig|6666666.230262.peg.1352	0.027341429	8.163101711	0.061192796	0.804620515	0.895734279
fig|6666666.230262.peg.2630	-0.20582369	2.237843185	0.061114953	0.804742312	0.895734279
fig|6666666.230262.peg.757	0.055000843	5.441724712	0.061095015	0.804773521	0.895734279
fig|6666666.230262.peg.1284	0.023459028	9.280442018	0.060901579	0.805076592	0.895734279
fig|6666666.230262.peg.1945	-0.120616226	3.427815179	0.060885245	0.805102206	0.895734279
fig|6666666.230262.peg.524	0.103983346	3.626938618	0.060802857	0.805231464	0.895734279
fig|6666666.230262.peg.3093	-0.141058765	2.953680414	0.060710978	0.805375719	0.895734279
fig|6666666.230262.peg.879	0.099328602	3.771148589	0.060579792	0.805581891	0.895734279
fig|6666666.230262.peg.2620	-0.052449744	5.692676293	0.060129277	0.806291729	0.896143417
fig|6666666.230262.peg.427	0.038491365	6.378099778	0.059962872	0.806554632	0.896143417
fig|6666666.230262.peg.3368	-0.051852659	5.789253407	0.059952869	0.806570448	0.896143417
fig|6666666.230262.peg.1682	-0.107458402	3.880968659	0.059719287	0.80694017	0.896324312
fig|6666666.230262.peg.1238	0.04810628	5.780642426	0.059413081	0.807426006	0.896634057
fig|6666666.230262.peg.3232	-0.033119078	6.99165624	0.059122822	0.807887766	0.896916915
fig|6666666.230262.peg.592	0.076740547	4.525435517	0.058988093	0.808102508	0.896925459
fig|6666666.230262.peg.2145	-0.032233929	7.055393021	0.058833662	0.808348972	0.896969198
fig|6666666.230262.peg.3379	-0.069677506	4.520813981	0.058683067	0.808589646	0.897006491
fig|6666666.230262.peg.4263	-0.069342339	4.92960282	0.058372277	0.809087368	0.89725027
fig|6666666.230262.peg.2838	-0.069292292	4.902571605	0.058287339	0.809223639	0.89725027
fig|6666666.230262.peg.3376	0.05025198	5.368529813	0.058003556	0.809679689	0.897306897
fig|6666666.230262.peg.4030	0.054270809	5.551715458	0.057997782	0.80968898	0.897306897
fig|6666666.230262.peg.2308	0.099337602	3.480239153	0.057455819	0.810563273	0.898046061
fig|6666666.230262.peg.3134	0.038188423	6.76287634	0.057233209	0.81092365	0.898186598
fig|6666666.230262.peg.3639	-0.042886636	6.202789403	0.057109348	0.811124485	0.898186598
fig|6666666.230262.peg.236	0.061409324	5.070347373	0.056993749	0.811312133	0.898186598
fig|6666666.230262.peg.3330	-0.051654694	5.487238907	0.056134199	0.812713758	0.899508432
fig|6666666.230262.peg.4255	0.04955651	5.623884239	0.055638468	0.81352728	0.900178844
fig|6666666.230262.peg.2050	0.046843486	5.541181535	0.055491477	0.813769234	0.90021663
fig|6666666.230262.peg.3743	-0.06715532	4.943186666	0.055002461	0.814576623	0.900879737
fig|6666666.230262.peg.2423	-0.043616922	6.337098831	0.054652328	0.81515704	0.901291551
fig|6666666.230262.peg.3641	0.06496909	4.897108026	0.054497732	0.815413937	0.901345541
fig|6666666.230262.peg.4301	-0.033033348	7.095105342	0.053978441	0.816279687	0.902072348
fig|6666666.230262.peg.797	-0.029837113	7.168247395	0.052176975	0.819317567	0.905198597
fig|6666666.230262.peg.3681	-0.086866726	3.961880086	0.051847592	0.819878957	0.905587874
fig|6666666.230262.peg.3240	0.057235945	6.089448515	0.051305292	0.820807336	0.906382203
fig|6666666.230262.peg.2397	0.061303752	4.936715848	0.050728805	0.821799917	0.907084572
fig|6666666.230262.peg.958	-0.076118625	4.748273896	0.050646732	0.82194171	0.907084572
fig|6666666.230262.peg.3449	0.049214055	6.331190149	0.050571628	0.822071568	0.907084572
fig|6666666.230262.peg.1054	-0.131334852	3.060859027	0.050420467	0.822333238	0.907142243
fig|6666666.230262.peg.1898	-0.05569001	5.265121925	0.049902502	0.823233014	0.907773403
fig|6666666.230262.peg.52	-0.031940445	8.12198543	0.049791599	0.823426304	0.907773403
fig|6666666.230262.peg.4336	0.076521815	4.435947236	0.049729839	0.823534043	0.907773403
fig|6666666.230262.peg.2377	0.078518086	4.150043691	0.048976684	0.824853584	0.908851453
fig|6666666.230262.peg.675	-0.058240327	4.843739977	0.048932314	0.824931651	0.908851453
fig|6666666.230262.peg.3840	-0.066838949	4.631730369	0.048132978	0.826344473	0.909961019
fig|6666666.230262.peg.654	-0.022812482	8.189246489	0.048124865	0.826358876	0.909961019
fig|6666666.230262.peg.3231	-0.031356076	6.734094937	0.047730346	0.827060782	0.910502493
fig|6666666.230262.peg.1	-0.049113333	5.496168721	0.047418831	0.827617161	0.910883522
fig|6666666.230262.peg.3957	-0.03843336	6.644534119	0.04691226	0.828526023	0.911527937
fig|6666666.230262.peg.2893	0.037549648	6.66763931	0.046858097	0.828623503	0.911527937
fig|6666666.230262.peg.431	0.078495943	4.219866043	0.045454188	0.831171063	0.914098259
fig|6666666.230262.peg.2814	0.063718866	4.856815631	0.045095196	0.83182908	0.914589739
fig|6666666.230262.peg.3916	0.127701436	2.883878529	0.044674186	0.83260427	0.915209768
fig|6666666.230262.peg.3933	-0.039196583	6.395181001	0.044003172	0.833847712	0.916344061
fig|6666666.230262.peg.2318	0.086886263	4.176168828	0.043827585	0.83417472	0.916470933
fig|6666666.230262.peg.3463	-0.123374781	3.162957265	0.043329887	0.83510535	0.917260745
fig|6666666.230262.peg.3707	0.069788044	4.28453871	0.043170462	0.835404633	0.917356875
fig|6666666.230262.peg.288	0.050143439	5.48556426	0.04267862	0.836331599	0.917913348
fig|6666666.230262.peg.4113	0.042634839	5.537729262	0.042595118	0.836489525	0.917913348
fig|6666666.230262.peg.1509	-0.113626892	3.327707055	0.042495185	0.836678741	0.917913348
fig|6666666.230262.peg.2257	0.031716728	6.707157128	0.042452855	0.836758959	0.917913348
fig|6666666.230262.peg.312	-0.089353326	3.911935944	0.042181154	0.837274846	0.918235846
fig|6666666.230262.peg.3270	-0.050171485	5.141065549	0.042074999	0.837476876	0.918235846
fig|6666666.230262.peg.2095	0.04483634	5.527219289	0.041723342	0.838148042	0.9187392
fig|6666666.230262.peg.3251	0.098964633	3.359809219	0.041492441	0.838590338	0.91878174
fig|6666666.230262.peg.398	0.0989503	3.502130751	0.041481653	0.838611034	0.91878174
fig|6666666.230262.peg.627	0.034699882	6.640508127	0.040589023	0.840333292	0.920203623
fig|6666666.230262.peg.957	0.070856755	4.26246241	0.040483364	0.840538453	0.920203623
fig|6666666.230262.peg.3207	0.052668447	4.816204291	0.040479425	0.840546107	0.920203623
fig|6666666.230262.peg.723	0.04767508	5.190399234	0.039811392	0.841849803	0.921398016
fig|6666666.230262.peg.765	-0.030548924	6.543252915	0.039502415	0.842456632	0.921813696
fig|6666666.230262.peg.2889	-0.022362889	12.90065221	0.039388394	0.842681191	0.921813696
fig|6666666.230262.peg.841	-0.02781817	7.049096985	0.039293686	0.842867971	0.921813696
fig|6666666.230262.peg.3839	-0.069443654	4.228792401	0.039004552	0.843439646	0.922206094
fig|6666666.230262.peg.3326	-0.075562686	4.112731661	0.038345374	0.844751253	0.922847193
fig|6666666.230262.peg.722	0.098909654	3.162271128	0.038340812	0.844760371	0.922847193
fig|6666666.230262.peg.496	-0.033599747	6.652892267	0.03826605	0.844909874	0.922847193
fig|6666666.230262.peg.941	-0.02124932	9.177789185	0.038189052	0.84506401	0.922847193
fig|6666666.230262.peg.1717	-0.041049859	5.508049655	0.038122309	0.845197745	0.922847193
fig|6666666.230262.peg.1040	-0.037973932	6.265866819	0.038010962	0.84542113	0.922847193
fig|6666666.230262.peg.2100	-0.041601411	6.057633094	0.037955809	0.845531903	0.922847193
fig|6666666.230262.peg.433	0.03063952	6.762752202	0.037806899	0.845831401	0.922847193
fig|6666666.230262.peg.927	-0.032352593	6.159983933	0.037751361	0.845943261	0.922847193
fig|6666666.230262.peg.3575	-0.024864337	8.579542081	0.036632454	0.848215303	0.924875557
fig|6666666.230262.peg.2432	0.028296138	6.864889876	0.036625472	0.848229591	0.924875557
fig|6666666.230262.peg.2977	-0.046772052	5.162913533	0.036432984	0.848624105	0.925072879
fig|6666666.230262.peg.3554	-0.028943248	7.261009583	0.036248922	0.849002361	0.925252384
fig|6666666.230262.peg.806	0.036909474	6.136241899	0.036090281	0.849329173	0.925375749
fig|6666666.230262.peg.1097	0.031311053	6.395239422	0.035673183	0.850191998	0.92608291
fig|6666666.230262.peg.4316	-0.09988846	3.236054233	0.034767939	0.852082767	0.92748481
fig|6666666.230262.peg.720	-0.099787561	3.272811431	0.034698686	0.852228458	0.92748481
fig|6666666.230262.peg.1495	-0.206113744	1.759393522	0.034452549	0.85274749	0.92748481
fig|6666666.230262.peg.2860	-0.205995901	1.707574148	0.034435167	0.852784217	0.92748481
fig|6666666.230262.peg.1542	0.061556584	4.294694162	0.034349202	0.852965992	0.92748481
fig|6666666.230262.peg.6	0.028364566	6.891799672	0.034335752	0.852994453	0.92748481
fig|6666666.230262.peg.124	-0.20586945	1.706747158	0.034321964	0.853023635	0.92748481
fig|6666666.230262.peg.1985	-0.031321384	6.442618517	0.034222566	0.853234195	0.92748481
fig|6666666.230262.peg.3789	-0.030253179	6.681905125	0.03414161	0.853405922	0.92748481
fig|6666666.230262.peg.4198	-0.056521253	4.648491499	0.033928186	0.853859657	0.92774518
fig|6666666.230262.peg.2878	-0.051488581	4.896851927	0.033762284	0.854213378	0.927896779
fig|6666666.230262.peg.1625	-0.208621525	1.994115621	0.033632433	0.854490864	0.927944062
fig|6666666.230262.peg.1574	0.102717982	3.217840976	0.033471238	0.854836102	0.927944062
